aX,aY,aZ,gX,gY,gZ
-0.601,-1.541,0.602,206.055,-169.495,-24.841
-0.662,-1.674,0.453,224.609,-185.852,0.366
-0.735,-1.794,0.323,250.000,-207.642,28.015
-0.782,-1.850,0.157,279.541,-233.276,57.434
-0.855,-1.956,-0.103,318.909,-265.076,87.585
-1.008,-2.166,-0.289,365.845,-307.678,117.188
-1.225,-2.485,-0.358,413.086,-352.356,146.606
-1.432,-2.815,-0.410,450.989,-388.000,178.467
-1.579,-3.128,-0.485,466.492,-416.260,211.243
-1.686,-3.305,-0.524,455.933,-440.247,243.958
-1.791,-3.381,-0.476,435.425,-467.285,278.992
-1.883,-3.352,-0.297,415.649,-498.291,321.594
-1.949,-3.135,-0.071,388.672,-520.081,365.845
-1.784,-2.761,0.061,339.294,-519.409,401.367
-1.590,-2.137,0.307,271.851,-505.066,423.828
-1.393,-1.516,0.750,219.666,-479.858,430.420
-1.111,-1.255,0.897,194.214,-430.969,416.565
-0.781,-1.273,0.611,181.946,-367.676,393.127
-0.547,-1.323,0.182,170.898,-316.223,374.878
-0.370,-1.320,-0.211,153.931,-287.842,362.976
-0.260,-1.222,-0.430,131.531,-279.236,354.919
-0.180,-1.022,-0.504,102.356,-280.701,343.262
-0.110,-0.799,-0.559,65.369,-282.654,329.651
-0.022,-0.551,-0.597,28.198,-284.607,315.063
0.036,-0.283,-0.575,-11.963,-288.208,295.349
0.120,-0.097,-0.709,-50.781,-292.236,270.264
0.093,0.224,-0.501,-86.121,-301.086,242.493
0.103,0.518,-0.138,-108.948,-304.565,208.191
0.107,0.638,0.125,-114.441,-294.128,168.030
0.125,0.534,0.222,-106.079,-273.499,128.601
0.137,0.388,0.197,-94.299,-250.366,97.595
0.123,0.285,0.143,-85.510,-233.582,76.172
0.065,0.218,0.183,-81.909,-226.501,60.913
0.022,0.161,0.314,-82.092,-222.839,47.546
-0.015,0.170,0.488,-85.938,-218.445,36.987
-0.038,0.227,0.658,-89.355,-212.769,29.480
-0.072,0.262,0.824,-91.064,-203.491,20.691
-0.115,0.232,0.952,-89.966,-190.369,10.864
-0.135,0.172,1.021,-85.571,-175.720,2.502
-0.138,0.135,1.089,-80.627,-163.147,-1.099
-0.164,0.149,1.216,-75.867,-152.771,-3.357
-0.175,0.149,1.359,-69.519,-140.442,-7.690
-0.167,0.130,1.454,-57.983,-124.939,-9.583
-0.154,0.097,1.511,-47.058,-108.826,-11.902
-0.125,0.053,1.545,-36.560,-92.957,-13.550
-0.085,-0.011,1.552,-25.574,-77.698,-12.756
-0.036,-0.085,1.531,-17.883,-62.195,-11.292
0.017,-0.149,1.491,-12.878,-46.570,-8.118
0.089,-0.193,1.414,-9.949,-30.273,-3.967
0.162,-0.213,1.306,-7.202,-14.343,0.000
0.245,-0.248,1.161,-3.052,-0.366,4.395
0.338,-0.284,0.991,3.052,10.925,9.155
0.436,-0.303,0.805,9.277,19.226,14.709
0.526,-0.289,0.643,13.428,23.987,19.226
0.609,-0.287,0.508,16.968,25.757,21.423
0.681,-0.285,0.417,18.250,25.513,20.996
0.735,-0.268,0.368,17.456,23.865,19.348
0.776,-0.210,0.370,15.503,21.729,15.991
0.797,-0.189,0.371,14.832,20.508,9.277
0.806,-0.250,0.337,14.587,20.447,0.549
0.802,-0.343,0.302,13.916,18.921,-6.042
0.795,-0.390,0.313,10.986,14.709,-9.888
0.776,-0.399,0.366,7.751,9.338,-11.902
0.753,-0.430,0.431,6.897,4.700,-13.245
0.724,-0.480,0.491,6.531,2.136,-14.404
0.699,-0.515,0.538,6.653,1.221,-14.221
0.685,-0.540,0.557,7.019,1.770,-12.695
0.676,-0.538,0.566,6.042,2.380,-10.742
0.666,-0.537,0.582,4.578,2.563,-9.216
0.658,-0.543,0.602,3.296,2.441,-8.179
0.654,-0.544,0.614,1.160,2.563,-7.385
0.653,-0.522,0.629,-1.404,3.174,-6.348
0.655,-0.491,0.646,-3.174,3.967,-5.249
0.655,-0.456,0.655,-4.395,5.432,-5.432
0.653,-0.437,0.651,-5.676,7.385,-6.409
0.647,-0.425,0.646,-6.348,8.728,-7.629
0.648,-0.407,0.647,-6.836,9.521,-8.728
0.365,-0.113,0.917,0.122,-6.531,-2.014
0.366,-0.112,0.934,-1.953,-5.920,-2.380
0.370,-0.103,0.966,-3.235,-5.493,-2.991
0.375,-0.092,0.970,-3.357,-4.456,-3.540
0.387,-0.079,0.966,-2.991,-4.028,-4.333
0.397,-0.045,0.983,-1.587,-4.456,-5.920
0.383,-0.031,1.025,1.953,-5.493,-9.094
0.380,-0.036,1.002,6.287,-3.052,-11.414
0.396,-0.039,0.942,8.606,0.244,-13.123
0.401,-0.037,0.918,10.254,0.793,-15.198
0.389,-0.045,0.943,13.062,-0.305,-17.395
0.373,-0.087,0.967,16.541,-0.427,-19.165
0.373,-0.152,0.962,18.494,1.831,-20.020
0.396,-0.161,0.937,17.822,5.249,-18.494
0.412,-0.076,0.901,16.602,7.874,-15.869
0.405,0.029,0.895,18.738,7.690,-16.785
0.392,0.047,0.874,22.888,6.714,-22.644
0.386,0.003,0.790,24.292,6.287,-31.311
0.392,-0.077,0.682,24.841,2.075,-38.940
0.364,-0.140,0.642,26.611,-7.202,-43.152
0.343,-0.166,0.655,25.208,-16.846,-43.640
0.329,-0.226,0.704,25.452,-24.719,-44.373
0.303,-0.315,0.792,26.978,-31.494,-43.518
0.264,-0.356,0.891,26.855,-35.034,-39.429
0.251,-0.350,0.888,24.292,-33.936,-33.020
0.278,-0.336,0.794,21.423,-31.982,-27.222
0.288,-0.310,0.759,18.250,-36.804,-24.109
0.292,-0.276,0.756,17.822,-47.302,-23.071
0.288,-0.270,0.744,22.400,-60.425,-23.865
0.263,-0.268,0.729,30.518,-75.134,-24.658
0.238,-0.254,0.759,39.795,-89.294,-25.757
0.214,-0.214,0.829,51.575,-101.379,-27.893
0.187,-0.141,0.891,69.824,-112.244,-31.250
0.139,-0.103,0.953,100.830,-124.573,-36.743
0.061,-0.179,0.976,141.357,-139.160,-44.128
-0.044,-0.349,0.890,182.434,-154.602,-50.293
-0.103,-0.631,0.724,216.553,-175.598,-58.044
-0.285,-0.802,0.614,236.511,-206.177,-63.477
-0.437,-1.131,0.566,281.311,-242.554,-50.598
-0.605,-1.451,0.603,313.843,-279.175,-35.583
-0.787,-1.713,0.671,330.383,-310.974,-15.381
-0.959,-1.895,0.759,341.431,-333.984,13.306
-1.077,-2.055,0.702,350.647,-347.534,45.959
-1.178,-2.223,0.513,364.563,-361.816,81.177
-1.354,-2.446,0.380,392.212,-389.526,121.460
-1.568,-2.699,0.377,424.988,-424.316,166.443
-1.741,-2.857,0.403,445.312,-448.975,214.905
-1.846,-2.896,0.267,446.045,-456.726,260.620
-1.950,-2.936,0.067,436.646,-460.815,301.208
-2.013,-3.034,0.019,426.697,-472.595,337.830
-2.110,-3.048,0.085,407.715,-487.305,375.000
-2.155,-2.871,0.076,376.892,-493.652,412.170
-2.175,-2.546,0.020,343.750,-494.202,446.289
-2.093,-2.284,0.076,316.345,-490.234,469.604
-1.898,-2.002,0.203,287.781,-498.108,483.093
-1.745,-1.681,0.339,255.371,-507.080,488.098
-1.630,-1.410,0.527,226.562,-511.414,483.704
-1.489,-1.223,0.818,205.688,-498.047,473.511
-1.260,-1.117,0.989,183.044,-464.050,460.327
-1.004,-0.909,0.974,146.118,-413.879,443.115
-0.721,-0.636,0.766,101.379,-362.244,423.950
-0.461,-0.272,0.495,48.035,-316.772,397.095
-0.269,0.065,0.303,0.305,-283.020,365.784
-0.116,0.338,0.198,-42.297,-258.423,325.500
0.001,0.474,0.103,-79.590,-240.417,278.809
0.130,0.484,-0.111,-108.582,-230.469,236.206
0.130,0.618,-0.263,-134.460,-237.915,199.646
0.061,0.930,0.277,-151.428,-254.761,167.358
0.064,1.019,0.763,-142.700,-249.573,127.625
0.080,0.865,1.004,-118.103,-223.328,87.036
0.123,0.592,0.968,-90.881,-188.904,55.603
0.136,0.416,0.849,-76.050,-162.964,35.767
0.146,0.320,0.883,-69.885,-150.574,21.912
0.146,0.204,0.973,-69.397,-142.395,10.010
0.139,0.135,1.086,-72.449,-133.850,2.808
0.136,0.155,1.226,-76.355,-123.291,-0.854
0.144,0.143,1.306,-77.454,-107.300,-5.615
0.149,0.046,1.296,-72.449,-88.928,-10.071
0.164,-0.061,1.217,-62.378,-71.899,-10.864
0.195,-0.122,1.126,-51.575,-58.777,-7.874
0.216,-0.130,1.094,-39.978,-50.903,-3.296
0.242,-0.155,1.100,-26.062,-45.593,0.977
0.278,-0.182,1.097,-11.230,-39.124,6.470
0.331,-0.180,1.058,0.671,-30.212,11.902
0.391,-0.147,1.002,7.263,-20.691,15.198
0.447,-0.123,0.937,11.414,-11.353,15.625
0.500,-0.126,0.843,14.099,-2.747,14.038
0.552,-0.154,0.729,16.418,4.456,11.475
0.593,-0.178,0.630,18.005,9.216,9.033
0.635,-0.200,0.545,20.264,12.329,6.287
0.671,-0.236,0.475,23.193,14.343,3.113
0.708,-0.279,0.400,26.184,15.686,0.183
0.728,-0.314,0.349,28.076,15.381,-2.014
0.742,-0.359,0.337,28.992,13.550,-5.188
0.744,-0.413,0.364,28.687,11.169,-8.606
0.743,-0.478,0.400,26.855,9.766,-11.475
0.746,-0.518,0.419,23.315,10.010,-13.123
0.746,-0.545,0.422,18.555,11.169,-14.160
0.743,-0.565,0.414,14.526,12.329,-14.587
0.744,-0.582,0.402,12.024,12.573,-14.343
0.744,-0.586,0.398,10.681,11.597,-13.550
0.739,-0.576,0.404,9.766,9.644,-12.512
0.733,-0.583,0.432,9.338,7.568,-11.902
0.731,-0.586,0.449,8.362,6.775,-11.414
0.730,-0.575,0.454,6.348,6.836,-10.803
0.724,-0.569,0.463,3.601,6.897,-10.254
0.717,-0.575,0.499,1.343,6.287,-10.193
0.710,-0.553,0.522,-0.549,6.836,-9.766
0.709,-0.538,0.525,-2.075,8.057,-10.254
0.706,-0.557,0.517,-2.197,9.033,-10.986
0.708,-0.575,0.514,-2.319,9.399,-10.681
0.710,-0.563,0.510,-3.235,9.338,-9.644
0.711,-0.553,0.506,-3.906,9.521,-8.179
0.715,-0.568,0.495,-3.845,9.705,-6.836
0.717,-0.547,0.488,-4.517,9.521,-4.883
0.724,-0.501,0.496,-4.211,8.789,-2.686
0.727,-0.490,0.498,-2.869,8.301,-1.709
0.727,-0.482,0.487,-2.136,8.362,-1.343
0.732,-0.466,0.464,-2.502,8.728,-1.404
0.444,-0.282,0.916,6.531,-7.019,-7.263
0.448,-0.281,0.928,5.005,-7.080,-7.141
0.445,-0.280,0.934,3.052,-7.141,-6.958
0.454,-0.281,0.906,0.977,-6.226,-6.104
0.444,-0.243,0.883,-0.488,-6.470,-4.272
0.435,-0.203,0.855,0.122,-8.240,-3.174
0.437,-0.185,0.825,1.648,-10.498,-4.211
0.439,-0.182,0.813,3.723,-14.648,-6.592
0.420,-0.191,0.820,7.690,-20.630,-9.888
0.396,-0.200,0.787,13.428,-25.146,-11.841
0.396,-0.185,0.724,18.616,-28.015,-12.817
0.413,-0.170,0.700,24.414,-33.630,-16.052
0.401,-0.144,0.746,32.471,-43.701,-21.362
0.378,-0.122,0.821,41.870,-54.260,-27.466
0.357,-0.150,0.860,53.406,-61.340,-34.485
0.337,-0.200,0.869,63.538,-66.406,-41.260
0.324,-0.258,0.846,73.059,-70.984,-46.387
0.305,-0.307,0.827,81.055,-76.416,-49.927
0.280,-0.340,0.805,87.524,-82.275,-52.124
0.250,-0.379,0.792,94.604,-88.379,-52.979
0.220,-0.422,0.798,102.051,-94.116,-52.856
0.199,-0.459,0.800,108.459,-97.229,-50.964
0.180,-0.483,0.765,112.549,-98.206,-47.913
0.165,-0.491,0.730,115.723,-98.877,-45.166
0.146,-0.501,0.748,119.812,-101.624,-43.274
0.138,-0.501,0.759,125.854,-105.164,-41.809
0.117,-0.520,0.767,134.888,-110.474,-41.199
0.098,-0.563,0.736,147.766,-117.188,-40.588
0.084,-0.595,0.663,160.583,-123.718,-39.124
0.058,-0.619,0.615,171.692,-131.165,-37.231
0.021,-0.651,0.561,179.138,-139.038,-36.438
-0.004,-0.701,0.490,182.434,-146.484,-37.354
-0.049,-0.767,0.480,186.218,-156.677,-38.757
-0.118,-0.850,0.509,194.275,-169.250,-38.452
-0.183,-0.970,0.526,201.416,-179.016,-36.987
-0.257,-1.114,0.537,205.322,-186.035,-32.532
-0.309,-1.230,0.543,204.712,-189.331,-23.682
-0.340,-1.279,0.518,201.172,-190.674,-11.719
-0.374,-1.288,0.502,201.477,-194.153,1.099
-0.430,-1.305,0.553,204.956,-199.890,12.695
-0.473,-1.348,0.565,206.482,-200.684,22.827
-0.477,-1.389,0.462,203.247,-196.106,31.921
-0.479,-1.387,0.346,199.036,-193.909,41.382
-0.505,-1.394,0.289,198.242,-197.876,50.415
-0.525,-1.429,0.232,198.303,-203.064,57.922
-0.557,-1.471,0.166,199.402,-208.008,65.857
-0.596,-1.533,0.106,201.782,-214.172,74.219
-0.641,-1.645,0.053,203.552,-220.886,82.642
-0.661,-1.737,-0.076,200.745,-226.440,92.834
-0.671,-1.782,-0.258,198.120,-235.046,106.506
-0.705,-1.820,-0.353,199.829,-252.136,121.399
-0.757,-1.926,-0.359,206.299,-272.644,136.230
-0.797,-1.996,-0.388,208.984,-288.696,153.931
-0.795,-1.944,-0.466,207.458,-301.270,174.316
-0.814,-1.902,-0.527,209.656,-315.063,194.031
-0.832,-1.934,-0.586,214.722,-328.979,211.792
-0.841,-1.976,-0.660,210.266,-340.088,225.769
-0.857,-1.944,-0.708,194.885,-351.074,239.258
-0.881,-1.836,-0.604,178.955,-363.159,254.089
-0.854,-1.671,-0.400,160.217,-366.699,264.709
-0.773,-1.506,-0.304,137.451,-357.849,268.982
-0.688,-1.332,-0.258,115.479,-346.375,269.470
-0.616,-1.238,-0.214,97.229,-337.158,266.296
-0.508,-1.174,-0.219,79.773,-328.125,261.108
-0.443,-1.075,-0.201,65.247,-324.768,259.094
-0.414,-1.043,-0.212,52.856,-323.669,256.409
-0.363,-1.047,-0.269,41.565,-319.763,253.723
-0.315,-0.999,-0.315,29.358,-319.397,254.822
-0.266,-0.805,-0.263,17.090,-324.768,257.324
-0.228,-0.513,-0.041,6.348,-332.092,255.310
-0.168,-0.250,0.232,-4.578,-329.895,243.286
-0.102,-0.065,0.492,-17.090,-314.392,219.116
-0.031,-0.036,0.662,-28.381,-287.476,188.354
0.045,-0.104,0.624,-38.269,-253.784,158.813
0.125,-0.145,0.451,-52.368,-222.595,136.047
0.161,-0.127,0.295,-69.519,-203.613,118.530
0.179,-0.113,0.216,-82.764,-197.021,103.394
0.167,-0.116,0.237,-92.651,-199.097,90.393
0.161,-0.080,0.265,-99.854,-204.285,80.017
0.157,-0.028,0.187,-106.567,-213.684,70.740
0.052,0.204,0.773,-110.901,-229.431,60.059
0.016,0.220,1.262,-98.999,-222.534,42.419
0.001,0.066,1.440,-79.651,-194.031,25.085
0.039,-0.214,1.330,-58.228,-157.532,14.404
0.074,-0.348,1.127,-50.110,-126.526,11.292
0.102,-0.342,1.053,-49.744,-110.168,13.916
0.106,-0.262,1.194,-50.476,-103.271,16.113
0.097,-0.265,1.343,-46.204,-93.933,15.076
0.113,-0.335,1.331,-41.504,-75.134,13.306
0.152,-0.389,1.213,-37.292,-54.443,15.198
0.203,-0.377,1.085,-32.898,-39.124,19.897
0.258,-0.328,1.006,-28.992,-29.724,24.048
0.303,-0.323,0.963,-24.170,-23.499,26.245
0.344,-0.314,0.933,-19.287,-18.372,27.649
0.388,-0.303,0.894,-12.695,-12.573,28.564
0.438,-0.309,0.824,-7.507,-5.798,28.809
0.495,-0.316,0.736,-3.357,0.916,28.625
0.549,-0.275,0.655,-2.014,6.714,28.687
0.604,-0.216,0.601,-1.038,11.475,26.428
0.647,-0.206,0.549,1.648,14.954,21.423
0.682,-0.249,0.483,5.005,17.395,14.709
0.708,-0.299,0.421,7.690,18.188,8.911
0.730,-0.330,0.392,9.338,17.029,4.639
0.743,-0.344,0.400,9.888,15.015,1.099
0.741,-0.374,0.418,9.827,13.428,-2.747
0.735,-0.448,0.420,10.132,12.756,-6.897
0.728,-0.497,0.421,10.071,11.841,-9.338
0.723,-0.517,0.446,8.911,10.193,-10.498
0.707,-0.541,0.478,7.629,8.362,-11.719
0.688,-0.572,0.500,6.836,7.874,-12.390
0.672,-0.608,0.505,6.287,8.240,-12.146
0.665,-0.632,0.490,5.737,8.301,-11.169
0.655,-0.639,0.482,4.883,7.263,-9.766
0.648,-0.632,0.505,3.357,5.493,-8.545
0.647,-0.613,0.536,1.709,4.333,-7.751
0.643,-0.594,0.557,-0.122,4.578,-7.812
0.641,-0.584,0.571,-2.136,5.188,-8.911
0.638,-0.592,0.576,-4.333,6.226,-10.315
0.636,-0.594,0.574,-6.775,7.812,-10.742
0.446,-0.651,0.523,-287.476,158.569,-219.055
0.453,-0.613,0.555,-288.879,149.902,-207.397
0.462,-0.574,0.561,-285.767,141.846,-194.641
0.467,-0.546,0.550,-282.593,133.728,-182.800
0.461,-0.533,0.530,-280.518,126.587,-172.302
0.466,-0.516,0.544,-280.945,120.056,-162.231
0.471,-0.531,0.546,-286.011,114.075,-154.175
0.488,-0.537,0.559,-292.175,110.229,-147.278
0.501,-0.510,0.568,-296.631,107.239,-136.658
0.527,-0.443,0.548,-303.650,105.042,-123.657
0.570,-0.310,0.501,-309.570,101.013,-110.718
0.597,-0.132,0.465,-312.439,92.834,-101.318
0.612,0.016,0.482,-308.838,79.773,-97.534
0.595,0.094,0.527,-299.377,66.284,-97.778
0.585,0.111,0.577,-287.964,55.176,-101.563
0.566,0.084,0.625,-275.330,45.837,-103.210
0.545,0.086,0.686,-259.705,39.001,-102.478
0.541,0.094,0.718,-243.713,36.133,-99.304
0.524,0.083,0.713,-225.647,35.522,-96.436
0.503,0.089,0.686,-209.778,35.950,-92.773
0.495,0.065,0.660,-193.359,34.607,-89.783
0.492,0.026,0.652,-175.842,31.006,-88.440
0.495,0.003,0.666,-163.147,25.696,-87.219
0.501,0.018,0.700,-154.358,18.005,-88.623
0.503,0.019,0.734,-141.357,6.897,-90.637
0.497,-0.008,0.773,-126.709,-2.991,-91.370
0.465,-0.003,0.823,-116.211,-11.658,-93.201
0.462,-0.013,0.882,-103.333,-16.174,-91.125
0.438,-0.034,0.893,-93.262,-16.968,-91.187
0.432,0.004,0.863,-93.445,-15.808,-98.145
0.430,-0.057,0.825,-83.374,-17.334,-102.234
0.430,-0.125,0.862,-75.562,-23.315,-105.225
0.433,-0.179,0.925,-75.256,-30.273,-107.727
0.431,-0.226,0.992,-74.402,-36.499,-106.506
0.425,-0.294,1.034,-74.280,-42.053,-103.516
0.407,-0.353,1.049,-71.838,-46.021,-97.046
0.389,-0.458,1.102,-64.087,-51.453,-89.355
0.400,-0.530,1.212,-54.016,-56.763,-78.369
0.381,-0.531,1.318,-44.312,-57.495,-60.303
0.392,-0.489,1.384,-38.208,-52.856,-42.358
0.420,-0.414,1.378,-33.936,-44.434,-30.151
0.426,-0.338,1.323,-30.151,-35.645,-23.437
0.437,-0.275,1.242,-25.513,-27.405,-20.874
0.450,-0.252,1.125,-21.301,-20.935,-20.752
0.458,-0.246,1.043,-18.311,-17.944,-22.156
0.453,-0.228,1.006,-17.090,-18.066,-22.827
0.440,-0.233,0.995,-16.663,-19.104,-23.560
0.427,-0.244,1.028,-15.076,-20.874,-24.475
0.426,-0.249,1.054,-13.489,-20.569,-24.353
0.438,-0.259,1.037,-12.573,-18.250,-23.865
0.446,-0.268,1.021,-12.573,-16.785,-22.400
0.457,-0.270,1.014,-13.611,-15.198,-20.264
0.457,-0.261,1.009,-15.198,-13.184,-17.395
0.472,-0.239,1.017,-17.517,-10.559,-14.221
0.487,-0.216,1.040,-18.372,-8.789,-12.024
0.482,-0.180,1.051,-16.724,-6.592,-9.583
0.481,-0.134,0.996,-15.442,-2.075,-7.690
0.487,-0.110,0.912,-13.550,1.038,-7.507
0.489,-0.089,0.870,-12.939,1.465,-8.728
0.484,-0.074,0.865,-12.146,0.488,-10.559
0.486,-0.082,0.859,-10.315,-0.427,-12.573
0.489,-0.105,0.839,-9.521,-1.221,-14.587
0.493,-0.130,0.824,-9.460,-2.014,-15.198
0.496,-0.137,0.826,-10.193,-3.906,-14.587
0.501,-0.135,0.827,-10.925,-6.470,-13.489
0.505,-0.124,0.840,-12.024,-8.789,-11.963
0.499,-0.081,0.905,-13.123,-10.986,-10.681
0.490,-0.051,0.963,-12.390,-10.986,-10.986
0.504,-0.048,0.963,-9.888,-7.874,-12.573
0.504,-0.044,0.962,-7.935,-5.371,-14.404
0.490,-0.036,0.978,-5.554,-3.540,-16.296
0.499,-0.040,0.999,-2.441,-0.610,-18.616
0.513,-0.009,1.010,2.014,3.296,-21.118
0.506,0.042,1.002,9.888,5.737,-23.987
0.496,0.062,0.990,20.630,6.348,-28.320
0.480,0.073,0.989,29.297,5.920,-35.645
0.462,0.022,0.942,39.185,5.920,-44.861
0.450,-0.071,0.776,47.302,7.385,-50.842
0.473,-0.069,0.557,45.654,4.395,-52.612
0.458,-0.038,0.424,47.913,-11.536,-54.382
0.405,-0.043,0.450,57.068,-36.865,-59.753
0.326,-0.165,0.606,68.420,-59.753,-69.031
0.245,-0.419,0.790,83.191,-71.106,-74.585
0.217,-0.618,0.863,83.679,-63.721,-66.895
0.253,-0.671,0.821,63.232,-46.997,-50.720
0.296,-0.633,0.761,44.617,-35.339,-31.067
0.336,-0.510,0.716,33.142,-32.776,-12.268
0.381,-0.320,0.693,26.794,-36.316,-0.916
0.409,-0.142,0.658,28.381,-43.335,2.197
0.414,-0.057,0.613,35.645,-53.467,-4.333
0.404,-0.103,0.578,47.180,-67.017,-17.944
0.366,-0.226,0.592,61.951,-83.069,-30.151
0.320,-0.307,0.660,75.134,-97.839,-36.072
0.278,-0.287,0.779,85.754,-109.558,-37.781
0.263,-0.169,0.852,100.525,-117.615,-38.940
0.256,-0.079,0.829,130.188,-126.404,-42.969
0.212,-0.102,0.754,172.424,-140.808,-51.208
0.155,-0.241,0.661,213.257,-158.813,-63.049
0.098,-0.407,0.503,247.559,-178.223,-73.364
0.004,-0.544,0.371,275.330,-200.378,-78.613
-0.166,-0.688,0.415,296.082,-224.060,-82.153
-0.243,-1.053,0.409,310.181,-242.432,-88.867
-0.377,-1.168,0.405,300.659,-257.263,-94.177
-0.486,-1.362,0.382,321.228,-271.545,-76.172
-0.573,-1.538,0.347,329.041,-282.654,-59.509
-0.646,-1.660,0.343,327.271,-292.969,-44.495
-0.726,-1.721,0.416,326.111,-302.612,-25.879
-0.778,-1.788,0.441,326.782,-307.190,-6.592
-0.811,-1.856,0.387,325.378,-306.885,13.000
-0.824,-1.891,0.292,317.932,-304.382,33.142
-0.833,-1.890,0.191,305.847,-302.063,51.147
-0.840,-1.893,0.034,294.189,-302.734,67.627
-0.867,-1.949,-0.137,286.499,-308.044,83.069
-0.939,-2.065,-0.274,280.762,-318.298,98.328
-1.014,-2.191,-0.400,272.278,-327.576,115.051
-1.082,-2.304,-0.509,258.301,-335.144,132.874
-1.146,-2.353,-0.589,239.746,-343.079,152.893
-1.179,-2.386,-0.608,222.656,-353.577,174.500
-1.235,-2.391,-0.567,210.083,-364.136,198.181
0.500,-0.026,0.889,-3.662,-20.081,-14.465
0.499,-0.026,0.896,0.000,-19.836,-15.625
0.484,-0.053,0.859,3.662,-17.944,-16.357
0.486,-0.076,0.813,4.150,-15.625,-16.052
0.484,-0.079,0.809,3.357,-16.174,-14.709
0.483,-0.066,0.815,2.380,-17.944,-12.878
0.492,-0.053,0.823,-0.488,-18.921,-11.841
0.503,-0.034,0.884,-5.127,-20.020,-12.146
0.505,-0.020,0.934,-6.226,-20.996,-12.756
0.531,-0.019,0.942,-4.639,-20.752,-12.634
0.524,0.004,0.966,-3.540,-22.339,-12.695
0.501,0.012,0.968,2.502,-25.696,-13.489
0.490,-0.008,0.931,12.512,-29.175,-15.686
0.466,0.034,0.884,18.005,-32.715,-18.860
0.449,0.093,0.755,19.897,-35.034,-23.437
0.441,0.082,0.615,23.621,-40.955,-31.128
0.419,0.016,0.520,28.625,-54.565,-39.551
0.376,-0.099,0.519,34.729,-74.585,-46.082
0.335,-0.199,0.615,38.452,-93.445,-48.035
0.272,-0.221,0.825,36.804,-106.323,-46.448
0.208,-0.327,1.024,44.189,-112.061,-44.006
0.172,-0.460,1.116,52.307,-107.117,-38.940
0.184,-0.458,1.093,48.218,-91.797,-26.306
0.210,-0.299,1.010,34.912,-75.378,-10.986
0.243,-0.103,0.943,27.466,-67.749,-2.869
0.255,0.013,0.914,31.372,-71.289,-4.944
0.238,0.012,0.887,44.617,-81.116,-12.939
0.235,-0.083,0.819,62.683,-93.079,-20.386
0.224,-0.145,0.771,81.116,-107.544,-23.315
0.187,-0.134,0.809,99.426,-124.634,-22.583
0.129,-0.128,0.877,118.469,-140.076,-22.583
0.101,-0.137,0.831,136.902,-149.780,-25.208
0.064,-0.181,0.746,157.104,-159.302,-28.870
-0.001,-0.263,0.696,177.734,-172.974,-32.410
-0.068,-0.372,0.656,193.787,-188.538,-36.072
-0.154,-0.447,0.637,204.224,-204.590,-38.635
-0.218,-0.588,0.601,215.698,-221.008,-41.138
-0.360,-0.742,0.672,224.426,-238.953,-43.335
-0.459,-0.923,0.734,233.765,-250.732,-38.269
-0.526,-1.027,0.716,234.497,-255.859,-28.870
-0.601,-1.088,0.696,231.995,-260.437,-18.738
-0.683,-1.165,0.721,229.858,-265.991,-8.972
-0.739,-1.280,0.716,228.638,-269.897,1.343
-0.792,-1.351,0.704,226.318,-272.827,15.198
-0.842,-1.362,0.704,223.022,-275.146,31.006
-0.879,-1.397,0.641,222.717,-276.306,46.326
-0.932,-1.457,0.554,225.220,-279.541,61.401
-0.992,-1.535,0.483,226.990,-285.706,76.050
-1.076,-1.640,0.435,226.929,-292.725,91.492
-1.145,-1.715,0.400,221.191,-298.035,107.727
-1.182,-1.674,0.329,208.618,-300.171,124.268
-1.202,-1.628,0.265,194.641,-302.063,137.939
-1.244,-1.661,0.279,183.716,-305.847,147.461
-1.281,-1.758,0.355,175.110,-308.655,157.288
-1.291,-1.815,0.402,164.429,-303.528,171.509
-1.252,-1.764,0.318,156.189,-293.274,190.857
-1.193,-1.687,0.114,152.466,-284.851,209.351
-1.144,-1.681,-0.073,155.090,-286.438,224.670
-1.148,-1.695,-0.107,158.081,-296.570,238.647
-1.149,-1.687,-0.069,157.227,-306.030,251.160
-1.140,-1.667,-0.047,155.212,-310.303,263.733
-1.145,-1.673,-0.054,153.015,-309.998,275.330
-1.086,-1.723,-0.094,150.330,-308.044,287.781
-1.033,-1.654,-0.185,139.771,-305.054,299.866
-0.973,-1.521,-0.302,126.099,-304.077,311.462
-0.931,-1.454,-0.417,120.422,-307.800,321.228
-0.925,-1.484,-0.450,113.464,-314.026,326.843
-0.875,-1.440,-0.407,99.854,-317.505,331.909
-0.800,-1.170,-0.220,80.688,-320.862,337.769
-0.633,-0.852,0.008,63.965,-318.787,335.571
-0.422,-0.525,0.205,51.941,-309.082,324.219
-0.266,-0.351,0.336,46.143,-298.706,303.894
-0.167,-0.338,0.381,39.490,-284.668,275.391
-0.099,-0.467,0.378,32.715,-268.555,248.413
-0.048,-0.534,0.353,17.883,-250.610,228.516
-0.019,-0.571,0.285,0.610,-235.046,217.407
0.012,-0.470,0.247,-18.005,-221.375,211.182
0.057,-0.319,0.233,-32.288,-208.740,205.627
0.105,-0.192,0.236,-41.382,-197.021,195.374
0.155,-0.138,0.227,-45.532,-187.012,182.007
0.209,-0.101,0.227,-49.133,-179.687,167.236
0.244,-0.031,0.268,-52.368,-176.453,153.748
0.275,0.062,0.364,-56.580,-174.805,138.733
