aX,aY,aZ,gX,gY,gZ
-0.571,-1.898,0.719,43.335,-80.811,-326.233
-0.514,-1.943,0.811,47.302,-81.665,-279.297
-0.463,-1.944,0.931,44.556,-75.989,-234.680
-0.418,-1.892,1.029,40.222,-65.735,-193.176
-0.369,-1.762,1.062,36.926,-50.415,-154.907
-0.312,-1.597,1.027,34.485,-33.142,-124.817
-0.254,-1.464,0.952,33.569,-17.883,-103.271
-0.206,-1.370,0.859,32.166,-6.470,-88.623
-0.165,-1.310,0.793,27.771,0.488,-78.186
-0.126,-1.256,0.768,20.935,4.944,-70.251
-0.082,-1.235,0.746,15.015,8.179,-63.477
-0.044,-1.218,0.725,11.536,10.193,-56.213
-0.003,-1.180,0.707,9.583,10.925,-47.913
0.032,-1.130,0.687,9.583,10.742,-39.551
0.060,-1.085,0.679,11.963,9.399,-32.227
0.083,-1.048,0.673,15.137,7.629,-25.879
0.103,-1.013,0.662,18.250,6.226,-20.264
0.123,-0.983,0.644,20.996,5.371,-15.503
0.140,-0.954,0.635,21.301,4.456,-11.536
0.160,-0.922,0.633,19.836,3.845,-8.484
0.181,-0.902,0.626,17.395,3.723,-6.348
0.202,-0.887,0.615,14.893,3.723,-4.333
0.219,-0.874,0.609,10.864,3.723,-2.319
0.236,-0.849,0.608,7.019,3.418,-0.671
0.250,-0.823,0.610,3.906,2.930,1.099
0.263,-0.807,0.608,1.953,2.563,2.563
0.274,-0.793,0.606,0.488,1.892,3.967
0.284,-0.764,0.605,0.244,0.793,5.615
0.287,-0.711,0.624,0.427,-0.854,6.836
0.292,-0.681,0.648,1.282,-2.625,6.287
0.287,-0.686,0.660,1.465,-2.625,4.150
0.285,-0.704,0.662,0.671,-2.014,2.075
0.282,-0.716,0.657,0.000,-1.648,1.343
0.280,-0.721,0.658,-0.549,-1.709,1.160
0.279,-0.712,0.663,-0.977,-1.770,1.587
0.275,-0.704,0.671,-0.732,-1.892,1.892
0.267,-0.703,0.673,0.000,-1.526,1.709
0.264,-0.718,0.669,0.244,-0.732,1.221
0.263,-0.728,0.661,0.793,-0.244,1.038
0.261,-0.724,0.657,0.854,-0.183,1.526
0.260,-0.714,0.656,0.671,-0.305,2.136
0.258,-0.709,0.660,0.610,-0.366,2.319
0.256,-0.700,0.660,0.244,-0.244,2.075
0.254,-0.705,0.660,0.488,-0.061,1.465
0.254,-0.708,0.657,0.671,-0.061,1.038
0.253,-0.711,0.653,0.732,-0.183,0.854
0.252,-0.716,0.654,0.671,-0.366,0.732
0.251,-0.723,0.658,0.671,-0.854,0.793
0.249,-0.716,0.664,0.549,-1.099,1.160
0.248,-0.718,0.670,0.977,-1.099,1.282
0.248,-0.720,0.670,1.709,-1.099,1.404
0.248,-0.716,0.673,1.770,-0.916,1.526
0.248,-0.715,0.681,1.770,-1.160,1.770
0.244,-0.719,0.687,1.709,-0.793,1.709
0.243,-0.722,0.684,1.648,0.244,1.648
0.247,-0.722,0.680,1.770,1.099,1.831
0.250,-0.722,0.675,1.587,1.587,2.197
0.251,-0.716,0.666,1.221,2.258,2.625
0.474,0.374,0.862,-12.573,2.136,-5.859
0.477,0.407,0.869,-10.803,3.540,-7.629
0.487,0.456,0.872,-8.545,4.822,-9.094
0.491,0.503,0.873,-5.432,5.310,-11.597
0.494,0.534,0.882,-1.953,5.493,-15.198
0.489,0.559,0.895,1.465,6.165,-19.226
0.475,0.573,0.931,4.761,8.423,-23.315
0.470,0.576,0.953,6.531,14.099,-27.588
0.471,0.595,0.922,7.568,21.606,-30.945
0.482,0.629,0.872,7.263,27.466,-34.607
0.497,0.673,0.836,7.751,29.663,-38.696
0.508,0.730,0.816,9.705,30.151,-43.030
0.515,0.788,0.810,12.512,29.053,-49.255
0.532,0.800,0.777,18.372,27.039,-57.556
0.540,0.817,0.728,21.667,29.175,-66.345
0.532,0.812,0.697,25.330,30.457,-75.745
0.522,0.780,0.688,30.457,30.151,-84.656
0.520,0.748,0.654,32.532,31.250,-93.323
0.524,0.740,0.617,30.090,33.142,-101.868
0.530,0.755,0.575,24.719,35.095,-110.535
0.530,0.773,0.531,17.578,36.194,-120.911
0.524,0.775,0.499,10.986,36.255,-132.202
0.505,0.760,0.494,4.761,33.936,-146.423
0.477,0.716,0.516,2.380,29.541,-161.621
0.441,0.647,0.552,3.479,24.597,-176.147
0.402,0.573,0.577,6.714,20.691,-189.087
0.381,0.496,0.553,11.108,18.250,-200.134
0.358,0.424,0.502,16.113,15.625,-209.167
0.338,0.375,0.461,21.057,11.658,-218.079
0.310,0.331,0.438,22.888,7.141,-228.027
0.262,0.268,0.423,22.766,2.869,-239.990
0.211,0.201,0.405,19.409,-0.549,-253.235
0.142,0.132,0.342,14.648,-3.174,-265.198
0.051,0.060,0.272,8.911,-8.911,-276.733
-0.036,-0.054,0.227,8.301,-18.494,-286.682
-0.117,-0.184,0.237,11.230,-35.156,-295.410
-0.215,-0.355,0.308,20.874,-64.453,-302.429
-0.323,-0.595,0.461,33.875,-95.398,-306.213
-0.419,-0.885,0.671,43.335,-118.896,-304.626
-0.477,-1.181,0.869,49.011,-127.258,-293.579
-0.475,-1.370,0.973,47.302,-119.629,-270.935
-0.438,-1.382,0.991,37.720,-102.478,-240.112
-0.390,-1.320,0.972,25.208,-84.717,-211.182
-0.343,-1.288,0.949,14.526,-70.313,-187.805
-0.308,-1.277,0.918,7.080,-60.791,-168.762
-0.277,-1.284,0.916,3.357,-56.458,-151.855
-0.257,-1.306,0.971,1.892,-55.786,-136.047
-0.247,-1.318,1.047,5.310,-54.932,-118.164
-0.235,-1.288,1.109,11.292,-49.683,-97.778
-0.223,-1.221,1.118,17.700,-40.466,-77.515
-0.199,-1.170,1.073,26.367,-30.273,-60.486
-0.167,-1.128,1.001,33.081,-21.545,-46.692
-0.137,-1.074,0.942,36.072,-15.015,-35.461
-0.108,-1.011,0.903,35.583,-11.292,-26.855
-0.079,-0.958,0.875,32.715,-8.606,-20.386
-0.049,-0.917,0.847,28.564,-6.042,-15.930
-0.028,-0.882,0.825,23.743,-4.089,-13.123
-0.008,-0.859,0.818,19.409,-3.174,-10.742
0.007,-0.838,0.823,16.174,-2.930,-8.362
0.026,-0.822,0.829,14.221,-2.502,-5.554
0.044,-0.801,0.832,13.245,-2.075,-2.563
0.066,-0.775,0.829,13.672,-1.343,0.061
0.088,-0.756,0.818,14.832,-0.671,2.869
0.106,-0.728,0.806,15.015,0.000,5.432
0.124,-0.705,0.793,15.015,0.549,7.263
0.140,-0.689,0.780,14.404,0.732,8.484
0.150,-0.666,0.769,12.512,0.854,9.277
0.158,-0.655,0.768,10.620,0.122,9.277
0.161,-0.643,0.775,8.301,-0.671,8.911
0.166,-0.636,0.784,5.371,-0.916,8.423
0.169,-0.627,0.797,3.357,-1.099,8.057
0.171,-0.615,0.814,2.380,-1.038,7.690
0.173,-0.606,0.820,1.526,-0.488,7.141
0.176,-0.613,0.815,1.526,0.427,6.592
0.177,-0.614,0.811,1.343,0.854,6.348
0.177,-0.614,0.817,1.221,1.038,6.653
0.177,-0.607,0.824,1.465,1.099,6.836
0.176,-0.608,0.820,1.709,1.526,6.958
0.173,-0.607,0.815,1.953,2.075,6.958
0.172,-0.601,0.808,1.831,2.686,7.019
0.170,-0.599,0.803,1.953,3.052,7.019
0.170,-0.604,0.798,2.441,2.930,6.836
0.170,-0.602,0.793,2.380,3.052,7.019
0.170,-0.595,0.791,2.197,3.174,7.263
0.171,-0.581,0.792,1.709,3.296,7.507
0.168,-0.578,0.791,1.587,3.235,7.019
0.167,-0.577,0.794,1.221,3.235,6.470
0.165,-0.578,0.792,1.160,3.296,5.920
0.164,-0.583,0.783,1.038,3.479,5.493
0.165,-0.581,0.783,0.549,3.418,5.493
0.165,-0.572,0.793,0.732,2.747,5.615
0.166,-0.566,0.796,1.221,2.625,5.310
0.165,-0.565,0.793,1.709,2.991,4.944
0.166,-0.569,0.786,2.014,3.174,4.395
0.168,-0.578,0.779,2.136,3.113,3.967
0.169,-0.583,0.778,2.136,2.869,3.906
0.171,-0.579,0.786,2.258,2.686,3.967
0.171,-0.577,0.790,2.502,2.808,4.211
0.173,-0.583,0.787,3.174,3.235,4.211
0.174,-0.586,0.781,3.845,3.662,4.272
0.176,-0.584,0.778,4.211,4.089,4.272
0.179,-0.580,0.778,4.456,4.395,4.272
0.184,-0.582,0.773,4.333,5.188,4.089
0.189,-0.582,0.760,4.333,5.859,4.150
0.193,-0.579,0.747,3.601,6.226,4.089
0.197,-0.575,0.740,3.174,5.737,3.967
0.197,-0.572,0.742,2.502,5.066,3.784
0.198,-0.568,0.738,1.892,4.272,3.296
0.200,-0.566,0.738,1.770,3.601,2.563
0.199,-0.569,0.747,2.014,2.380,1.892
0.199,-0.575,0.754,2.319,1.465,1.343
0.200,-0.578,0.759,2.502,0.916,0.916
0.200,-0.586,0.765,2.563,0.610,0.549
0.197,-0.589,0.771,2.625,0.305,0.549
0.196,-0.586,0.775,2.625,0.122,0.366
0.195,-0.584,0.777,2.563,0.366,0.244
0.195,-0.586,0.776,2.808,0.549,-0.122
0.195,-0.589,0.774,2.747,0.732,-0.427
0.193,-0.597,0.772,2.502,0.916,-0.732
0.489,0.304,0.833,-19.287,-6.836,56.885
0.488,0.329,0.842,-19.104,-6.226,54.443
0.488,0.349,0.848,-18.005,-5.615,51.453
0.487,0.358,0.846,-15.991,-5.005,47.852
0.481,0.360,0.835,-13.733,-4.395,44.006
0.482,0.353,0.827,-11.475,-4.089,40.283
0.484,0.345,0.828,-9.521,-4.089,36.560
0.482,0.343,0.831,-8.972,-4.028,33.203
0.479,0.344,0.827,-8.972,-3.296,30.090
0.473,0.334,0.830,-8.728,-2.747,26.672
0.463,0.315,0.839,-7.690,-2.869,23.376
0.454,0.296,0.845,-6.836,-2.686,21.057
0.451,0.289,0.849,-6.958,-2.197,19.531
0.450,0.298,0.849,-7.507,-1.465,18.127
0.445,0.310,0.848,-7.812,-0.977,16.541
0.448,0.312,0.849,-7.019,-0.793,14.282
0.448,0.303,0.847,-5.249,-0.488,11.963
0.445,0.286,0.835,-3.113,0.000,9.644
0.440,0.261,0.828,-1.221,0.244,7.874
0.436,0.241,0.825,-0.305,0.061,6.958
0.434,0.239,0.833,-0.488,0.061,6.775
0.430,0.262,0.850,-2.258,0.488,6.592
0.430,0.294,0.856,-4.089,1.587,5.859
0.433,0.315,0.854,-5.249,3.418,4.028
0.438,0.325,0.848,-5.615,5.432,1.831
0.438,0.339,0.851,-5.737,6.470,0.305
0.442,0.372,0.862,-5.249,6.714,0.000
0.446,0.424,0.878,-4.211,6.836,-0.061
0.447,0.482,0.896,-2.563,6.226,-0.305
0.450,0.545,0.914,-1.648,7.263,-1.526
0.458,0.614,0.916,-1.709,12.146,-4.395
0.463,0.677,0.912,0.366,17.151,-9.216
0.463,0.708,0.907,3.906,21.362,-16.296
0.462,0.710,0.889,8.667,24.780,-24.048
0.459,0.702,0.883,13.184,27.466,-30.640
0.447,0.700,0.903,17.029,29.541,-35.400
0.446,0.717,0.941,20.081,31.982,-38.208
0.464,0.776,0.935,23.682,35.034,-39.551
0.487,0.882,0.880,29.053,38.818,-41.748
0.509,0.980,0.791,36.316,42.419,-47.363
0.529,1.044,0.687,46.814,43.884,-57.068
0.562,1.064,0.576,58.167,43.152,-70.557
0.594,1.043,0.477,62.866,43.091,-87.769
0.613,1.020,0.390,54.016,45.288,-108.643
0.623,1.036,0.373,35.950,46.082,-133.057
0.589,1.095,0.444,16.541,44.678,-160.950
0.510,1.195,0.550,-2.014,46.387,-193.298
0.426,1.245,0.587,-8.850,52.612,-229.675
0.328,1.165,0.574,3.906,57.678,-265.564
0.224,0.982,0.521,27.710,57.800,-296.936
0.138,0.775,0.463,48.889,58.350,-323.181
0.028,0.617,0.390,64.880,54.016,-343.628
-0.107,0.471,0.285,76.477,47.119,-360.718
-0.248,0.234,0.197,80.078,37.659,-379.700
-0.365,-0.182,0.122,83.496,17.944,-398.010
-0.435,-0.733,0.123,87.402,-15.015,-407.532
-0.485,-1.329,0.256,87.891,-56.335,-399.414
-0.466,-1.686,0.484,83.130,-87.402,-366.821
-0.431,-1.685,0.733,70.129,-100.769,-316.895
-0.403,-1.565,0.946,59.814,-97.961,-267.761
-0.364,-1.519,1.043,61.157,-84.045,-228.760
-0.321,-1.479,1.054,65.491,-65.369,-197.021
-0.280,-1.388,1.008,63.110,-45.166,-170.776
-0.243,-1.329,0.934,57.373,-27.039,-150.879
-0.218,-1.308,0.863,49.255,-13.245,-135.742
-0.180,-1.298,0.815,39.001,-3.723,-122.498
-0.151,-1.279,0.793,30.396,1.526,-108.643
-0.121,-1.231,0.786,23.621,5.066,-93.567
-0.088,-1.166,0.783,19.897,7.935,-79.407
-0.053,-1.090,0.762,21.362,9.949,-67.078
-0.021,-1.028,0.729,25.391,11.169,-57.495
0.007,-1.001,0.689,30.029,11.475,-50.598
0.039,-0.985,0.660,32.043,11.292,-45.105
0.059,-0.965,0.644,30.762,11.230,-40.100
0.079,-0.958,0.628,27.893,11.169,-36.011
0.097,-0.949,0.617,25.146,10.498,-31.372
0.110,-0.915,0.626,21.912,9.399,-26.123
0.122,-0.885,0.632,19.348,8.667,-21.851
0.134,-0.875,0.627,18.372,8.179,-18.555
0.143,-0.865,0.620,17.273,7.629,-15.442
0.155,-0.848,0.614,15.259,7.141,-12.451
0.165,-0.836,0.614,13.428,6.104,-9.888
0.175,-0.825,0.615,11.292,5.371,-7.629
0.189,-0.804,0.619,8.606,4.883,-5.676
0.204,-0.782,0.624,6.958,3.723,-4.028
0.213,-0.773,0.635,5.798,2.380,-2.991
0.219,-0.761,0.644,5.249,1.099,-2.197
0.225,-0.758,0.654,5.737,-0.488,-1.648
0.236,-0.760,0.665,6.653,-2.014,-1.221
0.237,-0.739,0.687,6.653,-2.502,-0.488
0.239,-0.704,0.707,7.019,-2.563,-0.183
0.242,-0.701,0.707,6.775,-1.648,-1.099
0.242,-0.727,0.695,5.981,-0.305,-2.197
0.244,-0.741,0.683,4.211,1.038,-2.686
0.246,-0.739,0.678,2.502,1.892,-2.197
0.248,-0.728,0.676,1.526,2.075,-1.526
0.249,-0.720,0.667,1.770,2.380,-1.221
0.248,-0.718,0.658,2.380,2.014,-1.221
0.245,-0.723,0.654,3.357,1.282,-1.282
0.242,-0.735,0.650,3.906,0.488,-1.282
0.240,-0.741,0.648,3.845,-0.366,-0.977
0.238,-0.729,0.654,3.174,-1.038,0.061
0.234,-0.710,0.670,2.319,-1.648,0.671
0.230,-0.704,0.689,1.770,-2.014,0.366
0.225,-0.712,0.701,1.709,-1.648,-0.427
0.223,-0.723,0.705,1.770,-1.099,-0.549
0.222,-0.727,0.702,1.404,-0.427,-0.366
0.221,-0.726,0.697,0.549,0.366,0.122
0.222,-0.726,0.700,0.427,0.671,0.488
0.223,-0.715,0.709,0.916,0.610,1.038
0.224,-0.708,0.710,1.770,0.671,1.221
0.224,-0.708,0.704,2.319,1.404,1.038
0.227,-0.716,0.695,2.380,2.075,0.549
0.227,-0.724,0.694,2.625,2.075,0.488
0.228,-0.724,0.694,2.686,2.197,0.732
0.230,-0.723,0.685,2.686,2.502,1.404
0.233,-0.714,0.679,2.991,2.930,1.892
0.234,-0.718,0.676,3.235,3.113,1.831
0.234,-0.719,0.671,3.418,3.113,1.892
0.364,-0.317,0.619,-23.437,-9.521,136.841
0.379,-0.308,0.617,-25.696,-10.132,136.597
0.385,-0.298,0.626,-26.306,-12.512,137.329
0.390,-0.273,0.659,-27.405,-14.893,139.160
0.399,-0.250,0.682,-28.381,-15.503,140.625
0.410,-0.216,0.686,-28.992,-15.198,142.151
0.424,-0.174,0.673,-28.870,-15.259,143.127
0.436,-0.137,0.660,-29.785,-14.893,142.883
0.447,-0.108,0.667,-29.968,-15.930,141.968
0.454,-0.085,0.656,-28.625,-16.785,141.418
0.466,-0.065,0.670,-29.297,-19.165,139.954
0.473,-0.036,0.682,-30.701,-21.851,138.184
0.487,-0.001,0.686,-31.921,-23.132,137.024
0.500,0.046,0.689,-33.813,-23.987,135.132
0.508,0.092,0.695,-34.973,-25.818,132.446
0.512,0.124,0.707,-35.706,-27.771,128.235
0.512,0.153,0.733,-36.682,-29.480,123.413
0.515,0.169,0.764,-36.499,-30.273,118.347
0.514,0.179,0.787,-36.621,-29.785,113.098
0.516,0.189,0.788,-37.354,-27.954,108.215
0.521,0.203,0.777,-37.354,-26.367,104.126
0.532,0.216,0.768,-37.292,-24.902,100.525
0.541,0.246,0.767,-38.269,-23.621,96.741
0.548,0.279,0.765,-38.635,-23.193,92.957
0.546,0.317,0.774,-39.429,-23.071,88.440
0.537,0.357,0.792,-40.405,-22.766,82.581
0.532,0.366,0.814,-39.185,-22.827,75.745
0.527,0.348,0.832,-35.156,-23.193,69.214
0.526,0.332,0.851,-30.762,-23.621,64.087
0.524,0.329,0.863,-27.832,-23.193,60.059
0.521,0.341,0.867,-26.245,-22.400,56.152
0.520,0.347,0.869,-24.963,-21.362,52.490
0.516,0.349,0.874,-23.132,-20.325,48.889
0.508,0.355,0.883,-21.973,-19.348,45.593
0.501,0.358,0.899,-21.179,-18.494,42.542
0.491,0.371,0.914,-20.691,-16.724,39.490
0.490,0.395,0.914,-19.775,-14.038,35.889
0.492,0.441,0.910,-17.578,-11.047,31.189
0.500,0.732,0.989,-11.963,-7.812,22.827
0.476,1.021,1.021,24.414,0.671,-8.850
0.521,0.256,0.827,46.265,8.728,-41.687
0.474,0.008,0.870,40.649,4.089,-29.968
0.489,0.187,0.942,43.091,2.808,-29.236
0.499,0.178,0.829,28.259,6.226,-20.996
0.494,0.142,0.807,8.423,5.432,-10.620
0.486,0.145,0.834,0.793,2.075,-4.700
0.479,0.133,0.835,-9.705,0.427,0.671
0.475,0.133,0.828,-19.043,-0.305,5.249
0.470,0.136,0.831,-22.705,-1.038,8.728
0.468,0.150,0.826,-24.963,-1.221,11.292
0.467,0.178,0.822,-25.635,-1.648,12.878
0.473,0.233,0.810,-24.963,-2.319,12.207
0.460,0.287,0.820,-23.865,-3.479,8.728
0.456,0.330,0.848,-18.127,-3.723,3.662
0.455,0.335,0.865,-11.047,-2.014,-2.747
0.452,0.307,0.870,-5.615,-0.061,-9.094
0.451,0.279,0.866,-0.854,2.075,-13.855
0.451,0.275,0.871,2.563,4.150,-15.991
0.454,0.288,0.873,5.249,5.920,-16.846
0.456,0.309,0.869,7.629,7.385,-17.883
0.463,0.323,0.864,10.071,8.362,-19.653
0.465,0.338,0.869,11.902,8.972,-21.423
0.468,0.354,0.871,13.611,9.888,-23.499
0.473,0.368,0.872,15.076,11.047,-26.001
0.477,0.386,0.871,16.174,12.329,-28.687
0.476,0.404,0.876,17.090,13.550,-31.494
0.485,0.420,0.877,18.555,15.076,-34.363
0.491,0.441,0.872,20.386,16.724,-37.537
0.497,0.464,0.859,22.339,18.433,-41.504
0.501,0.480,0.847,24.719,20.203,-46.265
0.501,0.482,0.837,27.649,21.179,-51.575
0.500,0.484,0.831,30.579,21.851,-56.152
0.495,0.500,0.834,32.532,22.339,-60.303
0.494,0.531,0.846,34.912,22.400,-64.453
0.498,0.567,0.859,38.574,22.949,-68.665
0.510,0.606,0.865,43.335,23.865,-73.242
0.527,0.649,0.856,49.255,25.452,-78.979
0.543,0.672,0.819,56.580,27.771,-86.121
0.547,0.661,0.755,65.491,30.029,-94.604
0.542,0.632,0.701,72.632,31.250,-104.187
0.530,0.585,0.636,76.721,32.532,-114.075
0.521,0.560,0.566,75.623,34.729,-123.230
0.504,0.568,0.530,67.871,36.499,-134.094
0.482,0.599,0.514,56.458,38.086,-148.499
0.449,0.636,0.531,42.419,40.100,-167.236
0.413,0.669,0.567,30.457,43.457,-190.125
0.363,0.688,0.598,21.545,47.852,-216.370
0.296,0.680,0.608,16.785,53.101,-244.263
0.220,0.627,0.582,14.771,59.204,-273.254
0.122,0.543,0.536,15.198,62.866,-301.819
0.022,0.422,0.481,20.569,63.782,-327.942
-0.074,0.227,0.394,29.907,62.500,-348.206
-0.179,0.127,0.305,32.471,59.509,-361.755
-0.324,0.038,0.226,32.166,45.898,-375.427
-0.455,-0.312,0.134,39.734,19.775,-394.043
-0.544,-0.886,0.152,52.673,-19.165,-406.982
-0.610,-1.330,0.305,65.613,-60.120,-397.766
-0.653,-1.620,0.516,76.416,-90.393,-367.493
-0.683,-1.803,0.724,78.613,-105.042,-327.393
-0.673,-1.840,0.851,76.355,-102.295,-281.555
-0.648,-1.802,0.901,72.266,-88.257,-236.633
-0.619,-1.728,0.915,64.026,-70.984,-199.097
-0.583,-1.651,0.919,56.213,-54.443,-169.067
-0.547,-1.583,0.895,49.988,-39.001,-144.714
-0.504,-1.524,0.863,44.678,-25.269,-125.366
-0.457,-1.453,0.830,39.246,-13.550,-108.337
-0.410,-1.380,0.807,34.241,-4.517,-93.323
-0.374,-1.345,0.804,29.297,1.831,-81.482
-0.332,-1.336,0.784,27.283,7.263,-70.374
-0.295,-1.336,0.751,26.733,12.146,-58.411
-0.260,-1.304,0.739,26.184,15.259,-45.593
-0.222,-1.236,0.719,27.039,17.639,-32.410
-0.188,-1.160,0.667,28.687,20.325,-20.935
-0.150,-1.106,0.637,30.334,21.973,-12.573
-0.116,-1.053,0.597,30.945,23.560,-6.226
-0.086,-1.007,0.553,29.602,24.780,-1.892
-0.056,-0.985,0.508,26.978,24.902,0.671
-0.031,-0.963,0.494,23.315,23.743,2.686
-0.009,-0.950,0.492,19.470,21.423,4.333
0.435,0.477,0.897,5.188,2.197,-2.441
0.437,0.518,0.892,8.240,4.517,-5.127
0.441,0.551,0.888,11.108,6.897,-9.155
0.443,0.576,0.891,14.282,9.460,-14.160
0.440,0.595,0.897,16.541,12.146,-19.470
0.437,0.612,0.909,18.616,14.954,-24.597
0.433,0.644,0.924,20.325,18.005,-29.297
0.423,0.683,0.953,22.644,21.301,-34.241
0.415,0.703,0.979,26.367,25.269,-39.612
0.420,0.710,0.963,30.273,31.006,-45.166
0.433,0.722,0.919,33.569,36.194,-50.842
0.450,0.752,0.863,37.842,39.612,-56.641
0.469,0.782,0.814,44.373,40.710,-62.439
0.485,0.793,0.773,52.856,40.955,-69.397
0.499,0.770,0.735,63.049,40.527,-76.599
0.504,0.735,0.689,72.571,40.466,-83.923
0.512,0.717,0.612,80.261,40.955,-90.820
0.529,0.708,0.529,86.975,39.978,-98.450
0.550,0.674,0.434,92.834,36.743,-107.971
0.563,0.656,0.363,90.393,38.147,-120.300
0.559,0.620,0.340,85.388,37.720,-134.583
0.529,0.569,0.374,78.613,34.241,-151.733
0.484,0.532,0.450,70.374,31.921,-171.326
0.440,0.510,0.517,64.575,32.166,-191.101
0.391,0.489,0.566,63.965,34.851,-210.999
0.323,0.429,0.590,70.618,37.781,-230.469
0.256,0.314,0.573,81.360,42.053,-248.108
0.173,0.163,0.510,93.811,47.668,-261.108
0.101,-0.015,0.354,106.201,53.833,-271.301
0.057,-0.226,0.212,118.164,48.767,-279.846
0.016,-0.462,0.173,124.390,31.494,-285.645
-0.048,-0.604,0.257,118.103,7.935,-289.185
-0.121,-0.739,0.413,110.901,-12.878,-288.574
-0.180,-0.884,0.518,107.971,-24.170,-284.302
-0.200,-1.033,0.541,107.483,-26.062,-276.611
-0.201,-1.163,0.505,108.276,-24.475,-264.648
-0.194,-1.293,0.454,107.300,-23.560,-249.634
-0.171,-1.461,0.435,103.149,-27.039,-233.093
-0.157,-1.620,0.466,97.046,-34.241,-210.999
-0.149,-1.682,0.534,88.501,-40.100,-181.702
-0.128,-1.670,0.601,79.956,-41.199,-149.536
-0.115,-1.600,0.682,74.097,-39.185,-118.591
-0.099,-1.461,0.736,69.397,-32.959,-90.820
-0.075,-1.301,0.733,64.087,-21.606,-70.374
-0.052,-1.191,0.704,57.190,-9.277,-59.082
-0.035,-1.165,0.662,47.974,1.099,-54.932
-0.021,-1.184,0.616,37.292,9.460,-53.101
-0.002,-1.203,0.577,26.001,15.991,-49.927
0.017,-1.195,0.564,15.259,20.203,-44.861
0.033,-1.167,0.569,7.629,22.278,-38.330
0.053,-1.124,0.563,4.944,23.254,-31.433
0.080,-1.075,0.538,5.981,23.376,-24.902
0.104,-1.026,0.517,8.667,22.156,-19.409
0.126,-0.993,0.501,11.230,19.775,-15.564
0.145,-0.973,0.486,12.634,17.151,-13.062
0.163,-0.951,0.478,12.756,14.404,-11.047
0.175,-0.930,0.483,11.353,11.963,-9.338
0.183,-0.916,0.494,9.094,9.949,-8.362
0.191,-0.909,0.501,6.653,8.301,-7.507
0.198,-0.897,0.508,3.906,7.263,-6.714
0.205,-0.871,0.526,1.343,6.409,-5.798
0.214,-0.836,0.557,1.099,4.944,-5.310
0.220,-0.827,0.570,2.502,4.272,-5.859
0.224,-0.841,0.566,3.418,4.028,-6.836
0.228,-0.860,0.555,4.883,3.235,-6.653
0.225,-0.853,0.568,4.639,2.197,-5.493
0.225,-0.844,0.589,3.296,1.587,-4.211
0.227,-0.832,0.601,3.052,1.770,-3.540
0.225,-0.834,0.610,3.601,1.953,-3.113
0.227,-0.838,0.604,4.150,2.747,-2.258
0.231,-0.834,0.586,4.028,3.906,-1.343
0.231,-0.826,0.571,2.991,4.639,-0.916
0.232,-0.816,0.571,1.282,4.944,-0.366
0.230,-0.809,0.562,-0.244,5.676,-0.610
0.228,-0.807,0.552,-1.770,6.226,-0.916
0.230,-0.805,0.546,-3.662,6.592,-1.099
0.228,-0.795,0.549,-5.005,6.409,-1.221
0.227,-0.794,0.548,-5.493,5.981,-1.465
0.227,-0.797,0.547,-5.554,5.310,-1.831
0.224,-0.799,0.551,-3.723,3.601,-1.709
0.222,-0.800,0.554,-1.404,2.075,-1.465
0.220,-0.797,0.562,0.427,0.610,-1.404
0.215,-0.797,0.575,2.014,-0.549,-1.404
0.213,-0.802,0.585,2.563,-0.916,-1.465
0.212,-0.805,0.590,2.380,-0.610,-1.465
0.212,-0.806,0.590,1.648,0.122,-1.465
0.212,-0.805,0.592,0.183,0.916,-1.526
0.212,-0.803,0.603,-0.732,1.343,-1.465
0.213,-0.811,0.597,-1.038,2.197,-1.404
0.217,-0.807,0.585,-0.671,3.235,-1.282
0.221,-0.801,0.574,-0.427,3.845,-0.916
0.222,-0.801,0.572,-0.427,3.967,-0.793
0.224,-0.799,0.570,-0.427,3.906,-0.488
0.226,-0.790,0.564,-0.061,3.601,-0.122
0.226,-0.786,0.560,0.366,3.174,0.183
0.228,-0.783,0.561,0.854,2.869,0.244
0.229,-0.783,0.557,1.099,2.747,0.305
0.230,-0.786,0.550,1.221,2.625,0.122
0.233,-0.784,0.551,1.160,2.258,0.000
0.232,-0.781,0.558,1.160,1.892,0.000
0.231,-0.781,0.564,0.610,1.831,-0.305
0.230,-0.786,0.563,0.549,2.014,-0.549
0.232,-0.788,0.555,0.854,2.197,-0.610
0.231,-0.779,0.558,0.732,1.953,-0.366
0.231,-0.778,0.565,0.732,1.648,-0.610
0.231,-0.780,0.566,0.732,1.587,-1.038
0.230,-0.785,0.573,0.916,1.282,-1.282
0.230,-0.789,0.576,1.099,1.282,-1.343
0.229,-0.794,0.582,1.282,1.343,-1.343
0.227,-0.798,0.589,1.465,1.404,-1.343
0.230,-0.803,0.583,1.953,1.587,-1.160
0.231,-0.806,0.577,2.258,1.770,-1.038
0.229,-0.805,0.578,2.197,1.770,-0.793
0.228,-0.802,0.578,1.770,2.075,-0.549
0.227,-0.801,0.574,1.404,2.563,-0.366
0.227,-0.801,0.564,1.526,2.625,-0.305
0.226,-0.799,0.559,1.526,2.502,-0.244
0.225,-0.799,0.561,1.160,2.258,-0.244
0.224,-0.804,0.567,0.916,2.075,-0.427
0.472,0.275,0.814,3.235,-0.366,-0.366
0.472,0.299,0.815,4.761,-0.244,-0.366
0.474,0.321,0.817,6.165,-0.305,-0.916
